,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,microsoft,google_vit,oschamp,wd14
334,292137,"The Thrill Book, August 15, 1919",https://www.isfdb.org/wiki/images/9/96/THTHRLLBKB1919.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-08-15,$0.15,164,pulp,THTHRLLBKB1919,MAGAZINE,"Vol. II No. 4.
Cover illustrates ""The Heads of Cerberus"" by Francis Stevens.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
Richard Bleiler qualifies the Riesenberg credit with a ""?"".
Nongenre fiction titles include:
""A Dangerous Girl"" by Charlotte Mish is a three-line ""love"" story.
""The Conquerer"" by Tod Robbins is the story of a composer who creates one last work and then commits suicide.
""The Terror of the Rats"" (Part 1 of 2) by Wyndham Martyn writing as Croydon Heath is a thriller taking place mostly in China.
""Very Short Story"" by Charlotte Mish is a vignette about a man who commits suicide rather than go to war.
""The Opium Ship"" (Part 3 of 4) by H. Bedford-Jones is a sea thriller.
Nongenre poems include:
""Simple Flowers"" by Charles Kiproy (possibly a pseudonym of Harold Hersey).
""The Heart's Horizon"" by Philip Kennedy (possibly a pseudonym of Harold Hersey).","panpipe, pandean pipe, syrinx, book jacket, dust cover, dust jacket, dust wrapper, comic book, rifle, military uniform","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, post_impressionism, impressionism, expressionism, realism","solo, male focus, hat, 1boy, holding, cover, weapon, belt, capelet, black hair, long sleeves, sword, sheath, coat, uniform, military, fake cover, flower"
335,292138,"The Thrill Book, September 1, 1919",http://www.philsp.com/data/images/t/thrill_book_19190901.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-09-01,$0.15,164,pulp,THTHRLLBKS1919,MAGAZINE,"Vol. II No. 5.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
Lillian Beynon Thomas incorrectly credited as Lillian Benyon Thomas in the story credit but correctly credited in the table of contents.
Nongenre fiction titles include:
""The Pick Up"" by Charlotte Mish is a vignette about a man and a dog.
""Cobra Girl"" by Rothvin Wallace is an exotic murder mystery.
""He Got Away with It"" by E. B. Whiting is an ironic vignette.
""Unexpected"" by Junius B. Smith is a crime story.
""A Mystery Downstairs"" by is a crime story.
""The Terror of the Rats"" (Part 2 of 2) by Wyndham Martyn writing as Croyden Heath is a thriller taking place mostly in China. The first part of the story was credited to Croydon Heath.
""The Kiss of the Silver Flask"" by Evangeline Weir is a crime story.
""Green Eye"" by Augustin Lardy is an attempted murder story.
Nongenre poems include:
""Life's Last Song"" by Arnold Tyson (possibly a pseudonym of Harold Hersey).
""Gifts"" by Roy le Moyne (possibly a pseudonym of Harold Hersey).
""Out of the Night"" by Philip Kennedy (possibly a pseudonym of Harold Hersey).","book jacket, dust cover, dust jacket, dust wrapper, comic book, cowboy hat, ten-gallon hat, sombrero","book jacket, dust cover, dust jacket, dust wrapper, comic book, sombrero, cowboy hat, ten-gallon hat","art_nouveau, expressionism, post_impressionism, romanticism, surrealism","cowboy hat, hat, english text, cigarette, 1boy, smoking, solo, cowboy western, male focus, facial hair, parody, traditional media"
336,292139,"The Thrill Book, September 15, 1919",http://www.philsp.com/data/images/t/thrill_book_19190915.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-09-15,$0.15,164,pulp,THTHRLLBKD1919,MAGAZINE,"Vol. II No. 6.
Cover illustrates ""The Gift Wife"" by Rupert Hughes.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
""The Red Lure"" by Frank L. Packard is a marginal genre story with minor lost race elements.
Nongenre fiction titles include:
""The Temple"" by Alphonse de la Ferte is a vignette who believes she is praying in a temple but is actually in a House of Love.
""The Gift Wife"" (Part 1 of 4) by Rupert Hughes is Middle Eastern adventure story.
""The Case of the Man Blind"" by T. E. Transeau is a crime story.
""Filbert's Grand Final"" by is the story of an obsessive baseball fan.
Nongenre poems include:
""The Temple"" by Alphonse de la Ferte (possibly a pseudonym of Harold Hersey or Ronald Oliphant).
""To Spend with Ease"" by Charles Kiproy (possibly a pseudonym of Harold Hersey).","book jacket, dust cover, dust jacket, dust wrapper, obelisk","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, renaissance, romanticism, post_impressionism, expressionism","weapon, gun, holding weapon, dark skin, male focus, holding, squatting, english text, dark-skinned male, 1boy, holding gun, rifle, retro artstyle, robe, copyright name"
337,292140,"The Thrill Book, October 1, 1919",https://www.isfdb.org/wiki/images/1/13/THTHRLLBKF1919.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-10-01,$0.15,164,pulp,THTHRLLBKF1919,MAGAZINE,"Vol. III No. 1.
Cover illustrates ""Mr. Shen of Shensi"" by H. Bedford-Jones.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
Richard Bleiler qualifies the Riesenberg credit with a ""?"".
Nongenre fiction titles include:
""A Step and a Half"" by Harry Golden is a crime story.
""The Gift Wife"" (Part 2 of 4) by Rupert Hughes is Middle Eastern adventure story.
""The Mouse and the Cheese"" by Will H. Greenfield is a crime story.
""Words That Came Alive"" by Mary Caroline Davies is about a man who is so inspired by his patriotic poetry that he joins the service.
""The Escape"" by Mordaunt Hall is a revenge story.
Nongenre poems include:
""One Like Yourself"" by Alphonse de la Ferte (possibly a pseudonym of Harold Hersey or Ronald Oliphant).","military uniform, comic book, assault rifle, assault gun, bulletproof vest, book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","post_impressionism, art_nouveau, expressionism, impressionism, realism","1boy, male focus, solo, bald, english text, traditional media"
338,291184,"The Thrill Book, October 15, 1919",http://www.philsp.com/data/images/t/thrill_book_19191015.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-10-15,$0.15,164,pulp,THTHRLLBKC1919,MAGAZINE,"Vol. III No. 2.
Cover illustrates ""Juju"" by Murray Leinster.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
""Juju"" is a marginal genre story that includes witch doctors and a gorilla.
Nongenre fiction titles include:
""The Gift Wife"" (Part 3 of 4) by Rupert Hughes is Middle Eastern adventure story.
""Like Princess"" by Eugene A. Clancy is the story of a scam artist.
""Figure Nine"" by Horatio Winslow involves an attempted murder.
""Hands Invisible"" by William H. Kofoed is a South American crime story.
Nongenre poems include:
""A Ballade of Morgan"" by William Van Wyck.","mask, cuirass, shield, buckler, maraca, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper, drum, membranophone, tympan, shield, buckler","art_nouveau, expressionism, romanticism, post_impressionism, realism","1boy, bald, male focus, weapon, solo, jewelry, polearm, dark skin, necklace, realistic, parody, spear, cover, fake cover, poster \(medium\), english text, shield, colored skin"
339,57990,"Famous Fantastic Mysteries, April 1941",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194104.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1941-04-00,$0.10,116,pulp,FAMFANMYSAPR1941,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58019"">Feb. 1941</a>&#8592;Apr. 1941&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58031"">Jun. 1941</a><br/>
<!--isfdb specific-->
Vol. III, No. 1.<br>The editor is not credited but Day and Ashley credit Gnaedinger",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, surrealism, romanticism","1girl, blonde hair, parody, fine art parody, dress, waves, cover, white dress, long hair, english text, open mouth, signature, water, fake cover, solo, style parody, artist name"
340,60779,"Super Science Stories (Canadian), October 1944",http://www.philsp.com/data/images/s/super_science_stories_canada_194410.jpg,Alden H. Norton,"Popular Publications, Inc.; Toronto, Canada",1944-10-00,C$0.15,84,pulp,SPRSCISCOCT1944,MAGAZINE,V1 #14,comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, renaissance, romanticism","parody, cat, leopard print, cover, fake cover, multiple boys, fine art parody, 1girl, 2boys, animal print, dress, 1boy, animal"
341,310188,"The Argosy, September 14, 1918",http://www.philsp.com/data/images/a/argosy_19180914.jpg,Editors of Argosy,Frank A. Munsey,1918-09-14,$0.10,,pulp,RGSSPTMBRG1918,MAGAZINE,"v99 #2
Speculative fiction content only.
Data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, romanticism, expressionism, realism","1girl, english text, fake cover, poster \(medium\), dress, cover, bird, magazine cover, solo, brown hair, robe, fine art parody"
342,310189,"The Argosy, September 21, 1918",http://www.philsp.com/data/images/a/argosy_19180921.jpg,Editors of Argosy,Frank A. Munsey,1918-09-21,$0.10,,pulp,RGSSPTMBRZ1918,MAGAZINE,"v99
Speculative fiction content only.
Data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, post_impressionism, romanticism, realism, expressionism","1girl, solo, retro artstyle, microphone, dress, cover, holding, brown hair, looking at viewer, red dress, holding microphone, fake cover, short hair, english text, jewelry, moon, ring"
343,310190,"The Argosy, September 28, 1918",http://www.philsp.com/data/images/a/argosy_19180928.jpg,Editors of Argosy,Frank A. Munsey,1918-09-28,$0.10,,pulp,RGSSPTMBRF1918,MAGAZINE,"v99 #4
Speculative fiction content only.
Data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, romanticism, realism, impressionism","1girl, 1boy, english text, very short hair, black hair, short hair, magazine cover, sitting, cover, holding, dress, white dress, buzz cut, red lips, hat, blush, table, long hair, chair, jewelry, ring, fake cover, fine art parody, parody"
344,310191,"The Argosy, October 5, 1918",http://www.philsp.com/data/images/a/argosy_19181005.jpg,Editors of Argosy,Frank A. Munsey,1918-10-05,$0.10,,pulp,RGSCTBRHQD1918,MAGAZINE,"v100 #1
Speculative fiction content only. Data from <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, romanticism, realism, impressionism","watercraft, fire, magazine cover, english text, ship, no humans, poster \(medium\), boat, water, ocean, fake cover, cover"
345,310192,"The Argosy, October 12, 1918",http://www.philsp.com/data/images/a/argosy_19181012.jpg,Editors of Argosy,Frank A. Munsey,1918-10-12,$0.10,,pulp,RGSCTBRWJM1918,MAGAZINE,"v100 #2
Speculative fiction content only.
Data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, romanticism, impressionism","magazine cover, male focus, 1boy, fake cover, cover, multiple boys, parody, coat, english text, tree, moon, realistic"
346,310193,"The Argosy, October 19, 1918",http://www.philsp.com/data/images/a/argosy_19181019.jpg,Editors of Argosy,Frank A. Munsey,1918-10-19,$0.10,,pulp,RGSCTBRPFV1918,MAGAZINE,"v100 #3
Speculative fiction content only. Data from <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, post_impressionism, romanticism, realism, impressionism","1girl, solo, fake cover, retro artstyle, english text, short hair, brown hair, brown eyes, cover, parody, 1980s \(style\), striped clothes, looking at viewer, magazine cover, shirt, night, white shirt, instrument"
347,291183,"The Argosy, October 26, 1918",http://www.philsp.com/data/images/a/argosy_19181026.jpg,Editors of Argosy,Frank A. Munsey,1918-10-26,$0.10,,pulp,RGSCTBRGPX1918,MAGAZINE,"v100 #4
Speculative fiction content only.
Data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags.
Citadel of Fear began in the September 14, 1918 issue.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, romanticism, post_impressionism, realism, impressionism","multiple boys, weapon, polearm, holding, cover, black hair, english text, spear, poster \(medium\), facial hair, gloves, brown hair, holding weapon, male focus, retro artstyle, flag, short hair, shirt, magazine cover"
348,58020,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, February 1942",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194202.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1942-02-00,$0.15,132,pulp,FAMFANMYSFEB1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58008"">Dec. 1941</a>&#8592;Feb. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57991"">Apr. 1942</a><br/>
<!--isfdb specific-->
Vol. III, No. 6.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Famous Fantastic Mysteries on the cover.",comic book,comic book,"art_nouveau, expressionism, surrealism, post_impressionism, renaissance","wings, wolf, multiple boys, 1girl, cover, insect wings, breasts, fairy, 2boys, english text, butterfly wings, blonde hair, parody, animal, brown hair, cover page, dog"
349,58029,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, July 1942",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194207.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1942-07-00,$0.25,148,pulp,FAMFANMYSJUL1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58032"">Jun. 1942</a>&#8592;Jul. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58000"">Aug. 1942</a><br/>
<!--isfdb specific-->
Vol. IV, No. 3.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Famous Fantastic Mysteries on the cover.<br>Some sources list Serapion as a novella and it is categorized as a novelette in this magazine. It is at least 42,000 words in length.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","1girl, 1boy, princess carry, sandals, brown hair, carrying, english text, dress, cape, cover, fake cover, parody, facial hair, armlet, water, retro artstyle, closed eyes, short hair"
350,290707,"The Argosy, March 1904",http://www.philsp.com/data/images/a/argosy_190403.jpg,Editors of Argosy,Frank A. Munsey,1904-03-00,$0.10,,pulp,RGSMRCHNQB1904,MAGAZINE,"v44 #4
Speculative fiction content only. Data from Bleiler's ""Science-Fiction: The Early Years"" and FictionMags.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, packet","art_nouveau, romanticism, post_impressionism, expressionism, realism","no humans, english text, text focus, ad"
351,295649,"All-Story Weekly, April 14, 1917",https://isfdb.org/wiki/images/6/64/LLSTRWKLPB1917.jpg,Robert H. Davis,The Frank A. Munsey Company,1917-04-14,$0.10,176,pulp,LLSTRWKLPB1917,MAGAZINE,"Volume LXX Number 1
Francis Stevens data from Fictionmags the anthology ""The Nightmare"".
Other data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and FictionMags.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, romanticism, post_impressionism, realism, impressionism","1girl, solo, hat, portrait, cover, realistic, red lips, brown hair, short hair, english text, magazine cover, looking at viewer, brown eyes, lips, lipstick"
352,313987,"All-Story Weekly, September 7, 1918",https://isfdb.org/wiki/images/8/8b/LLSTRMGZNS1918.jpg,Robert H. Davis,The Frank A. Munsey Company,1918-09-07,$0.10,196,pulp,LLSTRMGZNS1918,MAGAZINE,"Vol. LXXXVIII Number 2
Data from the Stevens collection ""The Nightmare"" and the <i>Index to Fantasy & Science Fiction in Munsey Publications</i>.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, impressionism, romanticism, realism","watercraft, 1girl, boat, magazine cover, retro artstyle, english text, brown hair, cover, long hair, realistic, 1980s \(style\), ship, fake cover, poster \(medium\), rope, water"
353,265670,"Fantastic Novels Magazine, September 1950",http://www.philsp.com/data/images/f/fantastic_novels_195009.jpg,Mary Gnaedinger,"New Publications, Inc.",1950-09-00,$0.25,132,pulp,FNTSTCNVLH1950,MAGAZINE,"Vol. 4, No. 3.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Paul and Lawrence are credited as the interior artists on the table of contents. Paul signs his illustrations and Lawrence is presumed to be responsible for the other illustration.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, romanticism, impressionism","weapon, 1girl, 1boy, dress, holding, sword, cover, white dress, holding weapon, parody, long hair, retro artstyle, black hair, helmet, holding sword, magazine cover, braid, cover page"
354,302635,"All-Story Weekly, September 21, 1918",https://isfdb.org/wiki/images/6/67/LLSTRWKLSP1918.jpg,Robert H. Davis,The Frank A. Munsey Company,1918-09-21,$0.10,,pulp,LLSTRWKLSP1918,MAGAZINE,"Vol. LXXXVIII Number 4
Speculative fiction content only.
Data from the <i>Index to Fantasy & Science Fiction in Munsey Publications</i> and Robert Sampson's <i>Strange Days</i>","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, romanticism, impressionism, realism","1girl, solo, blue eyes, realistic, hat, brown hair, magazine cover, portrait, cover, looking at viewer, english text, red lips, fake cover, lips, short hair, smile"
355,58027,"Famous Fantastic Mysteries, January 1940",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194001.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1940-01-00,$0.15,132,pulp,FAMFANMYSJAN1940,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58006"">Dec. 1939</a>&#8592;Jan. 1940&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58018"">Feb. 1940</a><br/>
<!--isfdb specific-->
Vol. I, No. 4.<br>The editor is not credited but Day and Ashley credit Gnaedinger.","comic book, packet","packet, Band Aid, book jacket, dust cover, dust jacket, dust wrapper, comic book, sunscreen, sunblock, sun blocker","art_nouveau, post_impressionism, expressionism, romanticism, realism","no humans, english text, text focus, cover, magazine cover, yellow background"
356,265323,"Fantastic Novels Magazine, November 1949",http://www.philsp.com/data/images/f/fantastic_novels_194911.jpg,Mary Gnaedinger,"New Publications, Inc.",1949-11-00,$0.25,132,pulp,FNTSTCNVLB1949,MAGAZINE,"Vol. 3, No. 4.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper, ear, spike, capitulum, corn, packet","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","fire, cover, cover page, parody, fake cover, nude, burning"
357,292135,"The Thrill Book, August 1, 1919",http://www.philsp.com/data/images/t/thrill_book_19190801.jpg,Ronald Oliphant,"Street & Smith Publications, Inc.",1919-08-01,$0.15,164,pulp,THTHRLLBKG1919,MAGAZINE,"Vol. II No. 3.
Cover illustrates ""The Lost Empire"" by Frank Wall.
Speculative fiction content only. Data from the Bleilers' ""Science-Fiction: The Early Years"" and Richard Bleiler's ""The Annotated Index to The Thrill Book"".
Richard Bleiler qualifies the Riesenberg credit with a ""?"".
Nongenre fiction titles include:
""The Opium Ship"" (Part 3 of 4) by H. Bedford-Jones is a sea thriller.
""The Crystal Ball"" by James Cary Howes is a murder mystery.
Nongenre poems include:
""Hidden Pathways"" by Albert Owens (possibly a pseudonym of Harold Hersey).","assault rifle, assault gun, rifle, trench coat, revolver, six-gun, six-shooter, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, impressionism, expressionism, realism","solo, 1boy, male focus, hat, gun, weapon, cover, flower"
358,62264,"Wonder Stories, October 1934",https://www.isfdb.org/wiki/images/f/f9/WONDSTOCT1934.jpg,Hugo Gernsback,Continental Publications,1934-10-00,$0.25,132,pulp,WONDSTOCT1934,MAGAZINE,"<ul>
<li>Page numbers run 513-640.
<li>Contents page states publication on the 1st of the preceding month.
<li>Cover illustrates ""The Thieves from Isot.""
<li>Cover art is credited to and signed ""Paul.""
<li>Interior art is credited at the start of each story.
<li>Story art for ""The Thieves from Isot"" on page 520 is credited to and signed ""Paul.""
<li>Story art for ""The Final Struggle"" on page 550 is credited to ""Winter""; the artwork is signed ""Lumen Winter.""
<li>Story art for ""The Brain of Ali Kahn"" on page 556 is credited to ""Winter""; the artwork is signed ""Lumen Winter.""
<li>""The Fall of the Eiffel Tower (Part 2 of 3)"" is translated from the French by Fletcher Pratt. Story art on page 564 is credited to and signed ""Paul.""
<li>""What Is Your Science Knowledge?"" is a list of questions about science facts. With each is listed the story page number on which the answer can be found.
<li>""The Science Fiction League"" is a monthly department that discusses news related to or of interest to the club. It occasionally includes correspondence from readers.
<li>""The Reader Speaks"" is a letters column.
<li>""Science Questions and Answers"" is also a letters feature, but deals more narrowly with science questions.
</ul>","racer, race car, racing car, comic book, prayer rug, prayer mat, packet, menu","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, romanticism","retro artstyle, aircraft, spacecraft, 1980s \(style\), airplane, box art, cover, science fiction, traditional media, english text, military, poster \(medium\), no humans, vehicle focus, realistic"
359,62209,"Wonder Stories, April 1935",https://www.isfdb.org/wiki/images/1/11/WONDSTAPR1935.jpg,Hugo Gernsback,Continental Publications,1935-04-00,$0.25,132,pulp,WONDSTAPR1935,MAGAZINE,"<ul>
<li>Page numbers run 1281-1408.
<li>Contents page states publication on the 1st of the preceding month.
<li>Cover illustrates ""Phantom Monsters.""
<li>Cover art is credited to and signed ""Paul.""
<li>Interior art is credited at the start of each story.
<li>Story art for ""The Elixir of Progress"" on page 1286 is credited to ""Paul""; no signature found on the artwork.
<li>Story art for ""A Suitor by Proxy"" on page 1308 is credited to and signed ""Paul.""
<li>Story art for ""The Insect World"" on page 1316 is credited to and signed ""Paul.""
<li>Story art for ""The Missing Hours"" on page 1320 is credited to ""Winter""; the artwork is signed ""Lumen Winter.""
<li>Story art for ""The Prophetic Voice"" on page 1330 is credited to and signed ""Paul.""
<li>Story art for ""In Caverns Below (Part 2 of 3)"" on page 1336 is credited to and signed ""Paul.""
<li>""What Is Your Science Knowledge?"" is a list of questions about science facts. With each is listed the story page number on which the answer can be found.
<li>""The Science Fiction League"" is a monthly department that discusses news related to or of interest to the club. It includes correspondence from readers.
<li>""The Reader Speaks"" is a letters column.
<li>""Science Questions and Answers"" is also a letters feature, but deals more narrowly with science questions.
</ul>",comic book,"book jacket, dust cover, dust jacket, dust wrapper, comic book, packet","art_nouveau, post_impressionism, expressionism, romanticism, realism","cover, retro artstyle, 1boy, weapon, gun, gloves, science fiction, holding, english text, fish, copyright name"
360,62236,"Wonder Stories, July 1935",https://www.isfdb.org/wiki/images/f/fb/WONDSTJUL1935.jpg,Hugo Gernsback,Continental Publications,1935-07-00,$0.15,132,pulp,WONDSTJUL1935,MAGAZINE,"<ul>
<li>Page numbers run 129-256.
<li>Contents page states publication on the 1st of the preceding month.
<li>Cover illustration is for a contest.
<li>Cover art is not credited; the artwork is signed ""Paul.""
<li>""Short-Short Story Contest"" describes a reader contest soliciting short stories written around the cover illustration.
<li>Interior art is credited at the start of each story.
<li>Story art for ""The Green Man of Graypec (Part 1 of 3)"" on page 136 is credited to and signed ""Paul.""
<li>Story art for ""Justice of the Atoms"" on page 170 is credited to ""Winter""; the artwork is signed ""Lumen Winter.""
<li>Story art for ""The Memory Machine"" on page 180 is credited to and signed ""Marchioni."" On page 191 (within the story) is printed an article from the <i>New York Times</i> for 18 October 1934, titled ""Brain Electricity Heard by Surgeons"" (by William L. Laurence).
<li>Story art for ""The Waltz of Death (Part 3 of 3)"" on page 204 is credited to ""Schneeman""; no signature found on the artwork.
<li>""The Rocket Engine"" is condensed and translated from <i>Pravda</i>, Moscow.
<li>""What Is Your Science Knowledge?"" is a list of questions about science facts. With each is listed the story page number on which the answer can be found.
<li>""The Science Fiction League"" is a monthly department that discusses news related to or of interest to the club. It includes correspondence from readers.
<li>""The Reader Speaks"" is a letters column.
<li>""Science Questions and Answers"" is also a letters feature, but deals more narrowly with science questions.
</ul>",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","spacecraft, planet, space, cover, retro artstyle, explosion, 1980s \(style\), science fiction, no humans, cover page, star \(sky\)"
361,62270,"Wonder Stories, September 1935",https://www.isfdb.org/wiki/images/7/7f/WONDSTSEP1935.jpg,Hugo Gernsback,Continental Publications,1935-09-00,$0.15,132,pulp,WONDSTSEP1935,MAGAZINE,"<ul>
<li>Page numbers run 385-512.
<li>Contents page states publication on the 1st of the preceding month.
<li>Cover illustrates ""The Ideal.""
<li>Cover art is credited to and signed ""Paul.""
<li>Interior art is credited at the start of each story.
<li>Story art for ""World of the Mist (Part 1 of 2)"" on page 390 is credited to and signed ""Paul.""
<li>Story art for ""The Ideal"" on page 416 is credited to and signed ""Paul.""
<li>Story art for ""One Hundred Generations"" on page 430 is credited to ""Saaty""; the artwork is signed ""Wallace Saaty.""
<li>Story art for ""The Space Lens"" on page 452 is credited to and signed ""Paul.""
<li>Story art for ""The Green Man of Graypec (Part 3 of 3)"" on page 458 is credited to and signed ""Paul.""
<li>""What Is Your Science Knowledge?"" is a list of questions about science facts. With each is listed the story page number on which the answer can be found.
<li>""The Science Fiction League"" is a monthly department that discusses news related to or of interest to the club. It includes correspondence from readers.
<li>""Letter: ""Join a Chapter"" is printed as correspondence in ""The Science Fiction League"" department. It includes a short introduction by Chappelow before his poem.
<li>""A Published Article"" is also printed in ""The Science Fiction League"" department. It contains Lewis's article titled ""Science Fiction"" which is reprinted from the ""Dakota Farmer Magazine.""
<li>""The Reader Speaks"" is a letters column.
<li>Deems's poem is printed in ""The Reader Speaks.""
<li>Lowndes's contribution to ""The Reader Speaks"" is a short introduction (signed ""Robert W. Lowndes""), followed by a fictional account attributed to ""Sir Doc Lowndes."" These are entered separately, the latter as a fiction entry.
<li>Joseph H. Kraus's response to a reader letter is entered here; he did not author the letter.
<li>The short letter by Moskal makes some clearly non-factual statements, so perhaps technically a fiction entry. But this is probably stretching the definition.
<li>""Science Questions and Answers"" is also a letters feature, but deals more narrowly with science questions.
</ul>",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper, packet","art_nouveau, expressionism, surrealism, post_impressionism","motor vehicle, robot, retro artstyle, science fiction, english text, cover, no humans, logo, race vehicle, 1980s \(style\), mecha, shadow, artist name, car"
