,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,tag_list,wd_14,google_vit
67,56459,"Amazing Stories, June 1943",https://isfdb.org/wiki/images/6/6f/AMAZJUN1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-06-00,$0.25,212.0,pulp,AMAZJUN1943,MAGAZINE,"<!--isfdb specific-->
Vol 17 No 6. Cover illustrates ""Laboratory of the Mighty Mites."" Table of contents credits interior illustrations to Hadden, Robert Fuqua, Julian S. Krupa, Rod Ruth, Magarian, H. W. MacCauley, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue. 


<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56545"">May 1943</a>&#8592;Jun. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56411"">Jul. 1943</a><br/>
<!--isfdb specific-->",,"retro artstyle, 1boy, male focus, cover, joystick, pants, open mouth, english text, dated, box art, parody, magazine cover","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, bookshop, bookstore, bookstall, toyshop"
68,640822,"Amazing Stories Quarterly (Reissue), Winter 1943",https://isfdb.org/wiki/images/f/f9/MZNGSTRSQR1943.jpg,The Editor,Ziff-Davis,1943-00-00,$0.35,,pulp,MZNGSTRSQR1943,MAGAZINE,"V4 #1
The price is printed on cover.",,"english text, fake cover, male focus, parody, cover, magazine cover, 1boy, multiple boys, hands on own hips, science fiction, 2boys","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, web site, website, internet site, site, scoreboard"
69,56411,"Amazing Stories, July 1943",https://isfdb.org/wiki/images/3/3d/AMAZJUL1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-07-00,$0.25,212.0,pulp,AMAZJUL1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56459"">Jun. 1943</a>&#8592;Jul. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56238"">Aug. 1943</a><br/>
<!--isfdb specific-->

Vol 17, No 7. Cover illustrates ""Carbon-Copy Killer."" Table of contents credits interior illustrations to Julian, Robert Fuqua, Malcolm Schmidt, Magarian, Virgil Finlay, Ronald Clyne, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue. The ""Correspondence Corner"" was discontinued for national security reasons.
According to ""The Man from Mars: Ray Palmer's Amazing Pulp Journey"" by Fred Nadis Palmer is the model for the evil scientist and his secretary, Elaine, is the model for the woman with the gun.",,"weapon, gun, retro artstyle, cover, dress, 1980s \(style\), handgun, holding gun, holding weapon, 1girl, 1boy, fake cover, magazine cover, breasts, holding, brown hair, realistic, cover page, drinking glass, multiple boys, medium breasts, poster \(medium\), yellow dress, parody, western comics \(style\)","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, Band Aid, cassette"
70,56238,"Amazing Stories, August 1943",https://isfdb.org/wiki/images/8/80/AMAZAUG1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-08-00,$0.25,212.0,pulp,AMAZAUG1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56411"">Jul. 1943</a>&#8592;Aug. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56676"">Sep. 1943</a><br/>
<!--isfdb specific-->

Vol 17, No 8. Cover illustrates ""A Patriot Never Dies."" Table of contents credits interior art to A. K. Bilder, Julian, Malcolm Smith, Ned Hadley, Hadden, H. W. McCauley, and Joe Sewell. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",,"weapon, retro artstyle, gun, military, cover, multiple boys, uniform, helmet, military uniform, american flag, english text, holding weapon, holding, magazine cover, soldier, united states, box art, poster \(medium\), hat, holding gun, sky, tree, 6+boys, fake cover, outdoors, firing, snow, dated, traditional media, 1980s \(style\), cover page, machine gun, war, jacket, open mouth","comic book, book jacket, dust cover, dust jacket, dust wrapper, toyshop, packet, bookshop, bookstore, bookstall"
71,56676,"Amazing Stories, September 1943",https://isfdb.org/wiki/images/8/8a/AMAZSEP1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-09-00,$0.25,212.0,pulp,AMAZSEP1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56238"">Aug. 1943</a>&#8592;Sep. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56592"">Nov. 1943</a><br/>
<!--isfdb specific-->

Vol 17, No 9. Cover illustrates ""War Worker 17."" Table of contents credits interior illustrations to Julian, Robert Fuqua, H. W. McCauley, J. Allen St. John, Malcolm Smith, and Joe Sewell. Illustration for ""The Devil's Planet"" by Robert Fuqua, and J. Allen St. John. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",,"retro artstyle, 1980s \(style\), motor vehicle, cover, car, fake cover, magazine cover, hat, blonde hair, multiple boys, box art, 1boy, 1990s \(style\)","comic book, book jacket, dust cover, dust jacket, dust wrapper, toyshop, Band Aid, packet"
72,56592,"Amazing Stories, November 1943",https://isfdb.org/wiki/images/e/ef/AMAZNOV1943.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1943-11-00,$0.25,212.0,pulp,AMAZNOV1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56676"">Sep. 1943</a>&#8592;Nov. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56366"">Jan. 1944</a><br/>
<!--isfdb specific-->

Vol 17, No 10. Cover illustrates ""Empire of Jegga."" Table of contents credits interior art to Hadden, Ronald Clyne, Robert Fuqua, Arnold Kohn, and Malcolm Smith. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",,"1girl, weapon, 1boy, cape, gun, handgun, retro artstyle, magazine cover, armor, revolver, curly hair, holding, holding weapon, flower, helmet, cover, dated, english text","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, menu, Band Aid"
73,56366,"Amazing Stories, January 1944",https://isfdb.org/wiki/images/e/ec/AMAZJAN1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-01-00,$0.25,212.0,pulp,AMAZJAN1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56592"">Nov. 1943</a>&#8592;Jan. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56497"">Mar. 1944</a><br/>
<!--isfdb specific-->
Vol. 18. No. 1.<br>",,"retro artstyle, robot, 1980s \(style\), weapon, science fiction, cover, 1boy, box art, gun, western comics \(style\), boots, copyright name, mecha, firing, fake cover, male focus, battle, cover page, pants, cyborg, green pants","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, bow, toyshop"
74,56497,"Amazing Stories, March 1944",https://isfdb.org/wiki/images/d/d1/AMAZMAR1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-03-00,$0.25,212.0,pulp,AMAZMAR1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56366"">Jan. 1944</a>&#8592;Mar. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56546"">May 1944</a><br/>
<!--isfdb specific-->

Vol 18, No 2. Cover illustrates ""It's a Small World."" Table of contents credits interior illustrations to J. Allen St. John, Virgil Finlay, Hadden, Malcolm Smith, Magarian, and Robert Fuqua. Attributions for individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",,"multiple boys, 2boys, cauldron, nude, male focus, cover, skull, muscular, ass, holding, weapon, bottle, short hair, holding weapon, realistic, sword, retro artstyle, parody, smoke","comic book, book jacket, dust cover, dust jacket, dust wrapper, Band Aid, oxygen mask, packet"
75,56546,"Amazing Stories, May 1944",https://isfdb.org/wiki/images/6/66/AMAZMAY1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-05-00,$0.25,212.0,pulp,AMAZMAY1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56497"">Mar. 1944</a>&#8592;May 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56677"">Sep. 1944</a><br/>
<!--isfdb specific-->

Vol 18, No 3. Cover illustrates ""Murder in Space."" Table of contents credits interior illustrations to Hadden, Arnold Kohn, Lew Meyer, Julian S. Krupa, Brady, Malcolm Smith, and Robert Fuqua. Attributions for unattributed individual illustrations by signature if present or recognizable, using the most complete form of the artist's name found in this issue.",,"space, spacecraft, planet, retro artstyle, science fiction, cover, no humans, realistic, logo, 1980s \(style\), dated, signature, earth \(planet\), english text","comic book, book jacket, dust cover, dust jacket, dust wrapper, Band Aid, packet, rubber eraser, rubber, pencil eraser"
76,56677,"Amazing Stories, September 1944",https://isfdb.org/wiki/images/8/86/AMAZSEP1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-09-00,$0.25,212.0,pulp,AMAZSEP1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56546"">May 1944</a>&#8592;Sep. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56282"">Dec. 1944</a><br/>
<!--isfdb specific-->

Vol 18, No 4. Cover illustrates ""Star Base X."" All stories, letters, and most features and illustrations in this issue are by servicemen.",,"1girl, multiple boys, uniform, retro artstyle, hat, military, military uniform, cover, skirt, fake cover, realistic, 2boys, high heels, aircraft, jacket, airplane, gun, 1980s \(style\), weapon, military hat, red hair","comic book, book jacket, dust cover, dust jacket, dust wrapper, toyshop, bookshop, bookstore, bookstall, packet"
77,56282,"Amazing Stories, December 1944",https://isfdb.org/wiki/images/4/49/AMAZDEC1944.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1944-12-00,$0.25,212.0,pulp,AMAZDEC1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56677"">Sep. 1944</a>&#8592;Dec. 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56498"">Mar. 1945</a><br/>
<!--isfdb specific-->

Vol 18, No 5. Cover Illustrates ""Undersea Guardians.""",,"1girl, magazine cover, cover, watercraft, long hair, brown hair, retro artstyle, breasts, dress, solo, water, cleavage, fake cover, cover page, poster \(medium\), boat, medium breasts, underwater, floating hair","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, mousetrap"
78,56498,"Amazing Stories, March 1945",https://isfdb.org/wiki/images/3/3f/AMAZMAR1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-03-00,$0.25,212.0,pulp,AMAZMAR1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56282"">Dec. 1944</a>&#8592;Mar. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56460"">Jun. 1945</a><br/>
<!--isfdb specific-->

Vol 19, No 1. Cover illustrates ""I Remember Lemuria.""",,"retro artstyle, 1girl, magazine cover, gloves, armor, cape, 1990s \(style\), cover, 1980s \(style\), weapon, knife, bikini armor, long hair, fingerless gloves, english text, helmet, spacecraft, fake cover, cover page, hand on own hip, braid, dated, copyright name","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, packet, toyshop"
79,56460,"Amazing Stories, June 1945",https://isfdb.org/wiki/images/d/dc/AMAZJUN1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-06-00,$0.25,212.0,pulp,AMAZJUN1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56498"">Mar. 1945</a>&#8592;Jun. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56678"">Sep. 1945</a><br/>
<!--isfdb specific-->

Vol 19, No 2. Cover illustrates ""Thought Records of Lemuria.""",,"realistic, 1boy, retro artstyle, weapon, jungle, cover, 1980s \(style\), tree, box art, science fiction, nature, fake cover, helmet, western comics \(style\), animal, alien, copyright name, mask, cat, boots, red bodysuit, gloves, parody","comic book, book jacket, dust cover, dust jacket, dust wrapper, Band Aid, packet, cassette"
80,56678,"Amazing Stories, September 1945",https://isfdb.org/wiki/images/b/b9/AMAZSEP1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-09-00,$0.25,180.0,pulp,AMAZSEP1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56460"">Jun. 1945</a>&#8592;Sep. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56283"">Dec. 1945</a><br/>
<!--isfdb specific-->",,"1girl, nude, cover, 1boy, breasts, english text, retro artstyle, hat, fake cover, long hair, parody, jacket, magazine cover, cover page, snake, 2boys, large breasts","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, Band Aid, sulphur butterfly, sulfur butterfly"
81,56283,"Amazing Stories, December 1945",https://isfdb.org/wiki/images/3/32/AMAZDEC1945.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-12-00,$0.25,180.0,pulp,AMAZDEC1945,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56678"">Sep. 1945</a>&#8592;Dec. 1945&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56327"">Feb. 1946</a><br/>
<!--isfdb specific-->

Vol 19, No 4. Cover illustrates ""Quest of Brail."" Table of contents credits Robert Fuqua for illustrating ""Gallery of Glacial Doom,"" but illustration signed ""Brady.""",,"retro artstyle, 1girl, 1980s \(style\), spacecraft, dress, breasts, cover, yellow dress, brown hair, helmet, closed eyes, sideboob, medium breasts, magazine cover, armpits, science fiction, 1boy, logo","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, bee eater, cassette"
82,56327,"Amazing Stories, February 1946",https://isfdb.org/wiki/images/5/5a/AMAZFEB1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-02-00,$0.25,180.0,pulp,AMAZFEB1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56283"">Dec. 1945</a>&#8592;Feb. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56547"">May 1946</a><br/>
<!--isfdb specific-->

Vol 20, No 1. Cover illustrates ""Invasion of the Micro-Men."" The table of contents credits the illustration for ""Final Victim"" to Julian S. Krupa, but it is signed by Hadden.",,"spacecraft, retro artstyle, helmet, science fiction, cover, 1980s \(style\), robot, mecha, alien, battle, space, explosion, multiple boys, armor, box art","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, toyshop, jigsaw puzzle"
83,56547,"Amazing Stories, May 1946",https://isfdb.org/wiki/images/e/e5/AMAZMAY1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-05-00,$0.25,180.0,pulp,AMAZMAY1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56327"">Feb. 1946</a>&#8592;May 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56461"">Jun. 1946</a><br/>
<!--isfdb specific-->

Vol 20, No 2. Cover illustrates ""The Masked World.""",,"1girl, weapon, gun, 1boy, blonde hair, handgun, earrings, jewelry, cover, holding gun, fake cover, holding weapon, hairband, retro artstyle, black hair, facial hair, holding, parody, revolver, realistic, 1980s \(style\)","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, cassette, bookshop, bookstore, bookstall"
84,56461,"Amazing Stories, June 1946",https://isfdb.org/wiki/images/1/1b/AMAZJUN1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-06-00,$0.25,180.0,pulp,AMAZJUN1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56547"">May 1946</a>&#8592;Jun. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56412"">Jul. 1946</a><br/>
<!--isfdb specific-->

Vol 20, No 3. Cover illustrates ""Agharti.""",,"cover, multiple boys, retro artstyle, cover page, magazine cover, fake cover, muscular, male focus, box art, 1980s \(style\), parody, watercraft, underwear, 4boys","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, toyshop, jigsaw puzzle"
85,56239,"Amazing Stories, August 1946",https://isfdb.org/wiki/images/8/8a/AMAZAUG1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-08-00,$0.25,180.0,pulp,AMAZAUG1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56412"">Jul. 1946</a>&#8592;Aug. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56679"">Sep. 1946</a><br/>
<!--isfdb specific-->

Vol 20, No 5. Cover illustrates ""The Sea People.""",,"1girl, 1boy, realistic, fake cover, retro artstyle, nude, cover, box art, 1980s \(style\), parody, water, fine art parody, partially submerged, giant, closed eyes, giantess, brown hair, wading, wet, parted lips, camouflage","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, cassette"
86,56679,"Amazing Stories, September 1946",https://isfdb.org/wiki/images/1/12/AMAZSEP1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-09-00,$0.25,180.0,pulp,AMAZSEP1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56239"">Aug. 1946</a>&#8592;Sep. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56641"">Oct. 1946</a><br/>
<!--isfdb specific-->

Vol 20, No 6. Cover illustrates ""Earth Slaves to Space.""",,"multiple boys, retro artstyle, explosion, spacecraft, cover, 2boys, cape, male focus, poster \(medium\), helmet, alien, video game, bald, 1980s \(style\)","comic book, book jacket, dust cover, dust jacket, dust wrapper, slot, one-armed bandit, packet, toyshop"
87,56641,"Amazing Stories, October 1946",https://isfdb.org/wiki/images/2/23/AMAZOCT1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-10-00,$0.25,180.0,pulp,AMAZOCT1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56679"">Sep. 1946</a>&#8592;Oct. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56593"">Nov. 1946</a><br/>
<!--isfdb specific-->

Vol 20, No 7. Cover illustrates ""The Green Man.""",,"bald, colored skin, male focus, red background, 1boy, green skin, retro artstyle, cover, cape, magazine cover, looking at viewer, realistic, copyright name, solo, 1990s \(style\), poster \(medium\), multiple boys","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, Band Aid, breastplate, aegis, egis"
88,56593,"Amazing Stories, November 1946",https://isfdb.org/wiki/images/d/d1/AMAZNOV1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-11-00,$0.25,180.0,pulp,AMAZNOV1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56641"">Oct. 1946</a>&#8592;Nov. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56284"">Dec. 1946</a><br/>
<!--isfdb specific-->
Vol 20 No 8. Cover illustrates ""The Return of Sathanas.""
<br>Price in Canada C$0.30",,"1girl, 1boy, horns, facial hair, black hair, retro artstyle, sitting, long hair, topless male, red skin, high heels, nipples, cover, muscular, realistic, fake cover, pectorals, dress","comic book, book jacket, dust cover, dust jacket, dust wrapper, cassette, packet, bee eater"
89,56284,"Amazing Stories, December 1946",https://isfdb.org/wiki/images/1/16/AMAZDEC1946.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1946-12-00,$0.25,180.0,pulp,AMAZDEC1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56593"">Nov. 1946</a>&#8592;Dec. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56367"">Jan. 1947</a><br/>
<!--isfdb specific-->
<br>Price in Canada C$0.30

Vol 20, No 9. Cover illustrates ""The Land of Kui."" Kohn and Krupa are both credited for the illustrations of ""Double for Destiny."" Kohn's illustrations are signed, the unsigned illustration is assumed to be by Krupa.",,"planet, green skin, cover, alien, spacecraft, retro artstyle, space, helmet, earth \(planet\), colored skin","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, oil filter, microphone, mike"
90,56367,"Amazing Stories, January 1947",https://isfdb.org/wiki/images/7/77/AMAZJAN1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-01-00,$0.25,180.0,pulp,AMAZJAN1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56284"">Dec. 1946</a>&#8592;Jan. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56328"">Feb. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 1. Cover illustrates ""The Mind Rovers.""",,"fake cover, 1girl, cover, 1980s \(style\), retro artstyle, parody, brown hair, magazine cover, fire, robot, realistic","book jacket, dust cover, dust jacket, dust wrapper, comic book, cassette, packet, cassette player"
91,56328,"Amazing Stories, February 1947",https://isfdb.org/wiki/images/1/1d/AMAZFEB1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-02-00,$0.25,180.0,pulp,AMAZFEB1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56367"">Jan. 1947</a>&#8592;Feb. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56499"">Mar. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 2. Cover illustrates ""Orphan of Atlans.""",,"1girl, cover, retro artstyle, cape, jewelry, black hair, weapon, midriff, monster, holding, earrings, cover page, sword, short hair, 1990s \(style\), copyright name","book jacket, dust cover, dust jacket, dust wrapper, comic book, cassette, packet, bookshop, bookstore, bookstall"
92,56499,"Amazing Stories, March 1947",https://isfdb.org/wiki/images/9/98/AMAZMAR1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-03-00,$0.25,180.0,pulp,AMAZMAR1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56328"">Feb. 1947</a>&#8592;Mar. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56201"">Apr. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 3. Cover illustrates ""Titans Battle.""",,"beard, cover, retro artstyle, facial hair, boots, male focus, wings, fake cover, brown hair, dragon, muscular, tongue, 1boy, snow, 1990s \(style\), multiple boys, parody, 2boys, english text, mountain, clenched hand, yellow background","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet, cassette, jigsaw puzzle"
93,56201,"Amazing Stories, April 1947",https://isfdb.org/wiki/images/3/3a/AMAZAPR1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-04-00,$0.25,180.0,pulp,AMAZAPR1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56499"">Mar. 1947</a>&#8592;Apr. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56548"">May 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 4. Cover illustrates ""All Aboard for the Moon.""",,"retro artstyle, military, cover, science fiction, poster \(medium\), 1980s \(style\), multiple boys, spacecraft, 1boy, realistic, aircraft, building","comic book, book jacket, dust cover, dust jacket, dust wrapper, lipstick, lip rouge, projectile, missile, space shuttle"
94,56548,"Amazing Stories, May 1947",https://isfdb.org/wiki/images/5/5d/AMAZMAY1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-05-00,$0.25,180.0,pulp,AMAZMAY1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56201"">Apr. 1947</a>&#8592;May 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56462"">Jun. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 5. Cover illustrates ""A Letter from Richard S. Shaver.""",,"retro artstyle, 1980s \(style\), alien, colored skin, green skin, 1girl, cover, fake cover, mole, spacecraft, english text","comic book, book jacket, dust cover, dust jacket, dust wrapper, panpipe, pandean pipe, syrinx, accordion, piano accordion, squeeze box, slot, one-armed bandit"
95,640821,"Amazing Stories Quarterly (Reissue), Winter 1947",https://isfdb.org/wiki/images/0/0f/MZNGSTRSQR1947.jpg,The Editor,Ziff-Davis,1947-00-00,$0.35,,pulp,MZNGSTRSQR1947,MAGAZINE,"Winter 1947
The price is printed on cover.",,"no humans, cover, magazine cover, building, english text, fake cover, stairs, fake magazine cover, text focus, city","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, ping-pong ball, face powder"
96,56462,"Amazing Stories, June 1947",https://isfdb.org/wiki/images/8/85/AMAZJUN1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-06-00,$0.25,180.0,pulp,AMAZJUN1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56548"">May 1947</a>&#8592;Jun. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56413"">Jul. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 6. Cover depicts ""a scene in the caves."" ""Vignettes of Famous Scientists"" titled ""Luigi Galvani,"" but article about Galton.",,"retro artstyle, 1980s \(style\), cover, multiple boys, motor vehicle, box art, car, alien, weapon, science fiction, 1990s \(style\), robot, mecha, english text","comic book, book jacket, dust cover, dust jacket, dust wrapper, bee eater, packet, Band Aid"
97,640821,"Amazing Stories Quarterly (Reissue), Winter 1947",https://isfdb.org/wiki/images/0/0f/MZNGSTRSQR1947.jpg,The Editor,Ziff-Davis,1947-00-00,$0.35,,pulp,MZNGSTRSQR1947,MAGAZINE,"Winter 1947
The price is printed on cover.",,"no humans, cover, magazine cover, building, english text, fake cover, stairs, fake magazine cover, text focus, city","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet, ping-pong ball, face powder"
98,56240,"Amazing Stories, August 1947",https://isfdb.org/wiki/images/a/ad/AMAZAUG1947.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1947-08-00,$0.25,180.0,pulp,AMAZAUG1947,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56413"">Jul. 1947</a>&#8592;Aug. 1947&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56680"">Sep. 1947</a><br/>
<!--isfdb specific-->

Vol 21, No 8. Cover illustrates ""So Shall Ye Reap.""",,"1boy, male focus, solo, closed eyes, retro artstyle, cover, gloves, poster \(medium\), black hair, realistic, english text, upper body","comic book, book jacket, dust cover, dust jacket, dust wrapper, cassette, packet, jigsaw puzzle"
