Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note
252879,"Future Fantasy and Science Fiction, December 1942",http://www.philsp.com/data/images/f/future_fantasy_and_science_fiction_194212.jpg,Robert W. Lowndes,"Columbia Publications, Inc.",1942-12-00,$0.15,116,pulp,FTRFNTSNDS1942,MAGAZINE,"Volume 3, Number 2. Cover art illustrates Martin Pearson's (i.e. Donald A. Wollheim's) ""The Key to the Black Planet"". There is a 2 page ad for a ""Best Story Contest conducted by Hugh Gernsback"" and judged by Gernsback, Lowndes and Harry Raymond, president of Columbia Publications. The contest is advertised as a ""big cash prize contest"" on the cover and the first prize is $25.00."
251753,"Astonishing Stories, February 1943",https://www.isfdb.org/wiki/images/6/67/ASTONFEB1943.jpg,Alden H. Norton,"Fictioneers, Inc.",1943-02-00,$0.10,116,pulp,ASTONFEB1943,MAGAZINE,"Vol 4, No.3.
Cover illustrates ""Earth, Farewell"".
Illustrations by Lawrence, Les Tina, and Paul."
256197,"Astonishing Stories, April 1943",http://www.philsp.com/data/images/a/astonishing_stories_194304.jpg,Alden H. Norton,"Fictioneers, Inc.",1943-04-00,$0.10,116,pulp,ASTONAPR1943,MAGAZINE,"<ul>
<li>Vol 4, No 4.
<li>Page numbers run 3-114.
<li>The cover illustrates ""Land of No Return.""
<li>Cover art is credited to ""Milton Luros""; no signature found on the artwork.
<li>Interior art is not credited for each story separately, but the contents page states ""Inside illustrations by Bok, Lawrence, Les Tina, Morey, and Paul."" Signatures confirm individual attributions.
<li>Story art for ""Land of No Return"" on pages 10-11 and 29 is signed ""Paul.""
<li>Story art for ""Outpost of the Eons"" on pages 32 and 33 is signed ""Bok.""
<li>Story art for ""The Man from 2890"" on page 58 is signed ""Leo Morey.""
<li>Story art for ""Subterfuge"" on page 68 is signed ""Hannes Bok.""
<li>Story art for ""Forever Tomorrow"" on page 74 is signed ""Paul""; that on page 83 shows no signature.
<li>Story art for ""Exit"" on page 90 is signed ""Les Tina.""
<li>""Viewpoints"" is a news column.
<li>""Fantasy Circle"" discusses items related to fandom.
<li>""The Mail Bag"" is a letters column.
</ul>"
62137,"Weird Tales, September 1934",http://www.philsp.com/data/images/w/weird_tales_193409.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-09-00,$0.25,132,pulp,WEIRDTSEP1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61897"">Aug. 1934</a>&#8592; Sep. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62121"">Oct. 1934</a>
<!--isfdb specific-->
Volume 24, Number 3.
Page numbers run from 273 to 400 and do not include the covers.
Data from a facsimile of this issue."
484187,"Weird Tales, September 1934",https://www.isfdb.org/wiki/images/1/1f/WRDTLSSPTM2014.jpg,Farnsworth Wright,Girasol Collectables,2014-10-00,$35.00,132,pulp,WRDTLSSPTM2014,ANTHOLOGY,"V24n3. <br>Perfect bound, page numbers do not include covers. <br>Pages numbered from 273 through 400."
61883,"Weird Tales, April 1936",http://www.philsp.com/data/images/w/weird_tales_193604.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-04-00,$0.25,132,pulp,WEIRDTAPR1936,MAGAZINE,"<!--isfdb specific--> <a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62030"">Mar. 1936</a>&#8592; Apr. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62060"">May 1936</a>
<!--isfdb specific--> Volume 27, Number 4.
Page number run from 385 to 512 excluding covers.
Cover is titled Athonee and Aru and illustrates ""The Ruler of Fate"".<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
Miller/Contento lists ""The Seance"" as a poem."
56452,"Amazing Stories, June 1936",https://isfdb.org/wiki/images/a/a0/AMAZJUN1936.jpg,"T. O'Conor Sloane, Ph.D.","Teck Publications, Inc.",1936-06-00,$0.25,148,pulp,AMAZJUN1936,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56193"">Apr. 1936</a>&#8592;Jun. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?56231"">Aug. 1936</a><br/>
<!--isfdb specific-->
Vol 10, No 10. Cover illustrates ""Beyond the Stratosphere."" Index credits all illustrations to Leo Morey."
59342,"Jungle Stories, Summer 1949",https://www.isfdb.org/wiki/images/d/d5/JNGLSTRSUM1949.jpg,Paul L. Payne,Glen-Kel Pub. Co.,1949-00-00,$0.20,112,pulp,JNGLSTRSUM1949,MAGAZINE,"When this cover was reprinted as the cover of High Adventure #114 publisher and pulp historian John P. Gunnison identified ""Gross"" as George Gross.
Day of publication 1949-05-15 is announced in the previous volume of Spring 1949, p.91"
61924,"Weird Tales, Fall 1998",http://www.philsp.com/data/images/w/weird_tales_1998fal.jpg,Darrell Schweitzer,DNA Publications,1998-00-00,$4.95,68,pulp,WEIRDTFALL1998,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?307847"">Summer 1998</a>&#8592; Fall 1998&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62163"">Spring 1999</a><br/>
<!--isfdb specific-->
Vol. 55 No. 2.<br>
Whole No. 314."
62229,"Wonder Stories, January 1934",https://www.isfdb.org/wiki/images/9/96/WONDSTJAN1934.jpg,Hugo Gernsback,Continental Publications,1934-01-00,$0.25,132,pulp,WONDSTJAN1934,MAGAZINE,"<ul>
<li>Page numbers run 545-672.
<li>Contents page states publication on the 1st of the preceding month.
<li>Cover illustrates ""Moon Plague.""
<li>Cover art is credited to and signed ""Paul.""
<li>Interior art is credited at the start of each story.
<li>Story art for ""The Exile of the Skies (Part 1 of 3)"" on page 550 is credited to and signed ""Paul.""
<li>Story art for ""The Man from Ariel"" on page 604 is credited to and signed ""Paul.""
<li>Story art for ""To-day's Yesterday"" on page 608 is credited to ""Winter""; the artwork is signed ""Lumen Winter.""
<li>Story art for ""When Reptiles Ruled"" on page 618 is credited to and signed ""Paul.""
<li>""The Secret of the Microcosm"" is translated from the German by Francis M. Currier. Story art on page 622 is credited to ""Winter""; the artwork is signed ""Lumen Winter.""
<li>Story art for ""Moon Plague"" on page 626 is credited to ""Winter""; the artwork shows no signature.
<li>""Garfield's Invention"" is translated from the German by Francis M. Currier. Story art on page 642 is credited to ""Winter""; the artwork is signed ""Lumen Winter.""
<li>Story art for ""Evolution Satellite (Part 2 of 2)"" on page 648 is credited to and signed ""Paul.""
<li>""Our New Policy"" describes a new editorial push for stories that are more adult while still relying on good science.
<li>""Science in Fiction"" is reprinted from the <i>New York Times</i> for 15 October 1933.
<li>""What Is Your Science Knowledge?"" is a list of questions about science facts. With each is listed the story page number on which the answer can be found.
<li>""The Reader Speaks"" is a letters column.
<li>""Science Questions and Answers"" is also a letters feature, but deals more narrowly with science questions.
</ul>"
387519,"Oriental Stories, Autumn 1931",https://www.isfdb.org/wiki/images/c/cb/RNTLSTRSTM1931.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1931-09-00,$0.25,148,pulp,RNTLSTRSTM1931,MAGAZINE,"Volume 1, number 6.<br>Page numbers are continuous for the volume, but do not include covers. This issue begins on page 721.<br>Cover artist is credited on the ToC and signature is clear on cover.<br>""The Souk"" is a combined editorial and letters to the editor."
387580,"Oriental Stories, Autumn 1931",https://www.isfdb.org/wiki/images/4/4c/RNTLSTRSTB2006.jpg,Farnsworth Wright,Girasol Collectables,2006-05-00,$25.00,148,pulp,RNTLSTRSTB2006,ANTHOLOGY,"Facsimile of original; only inside the front cover and the higher quality paper differentiate it from the original.<br>Published by Neil and Leigh Mecham of Mississauga, Ontario, Canada.<br>Volume 1, number 6.<br>Page numbers do not include the covers, and run from 721 through 864.<br>Artist is credited on the ToC and signature is clear on the cover.<br>No ISBN.<br>""The Souk"" is a combined editorial and letters to the editor."
62135,"Weird Tales, September 1932",http://www.philsp.com/data/images/w/weird_tales_193209.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1932-09-00,$0.25,148,pulp,WEIRDTSEP1932,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61895"">Aug. 1932</a>&#8592; Sep. 1932&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62119"">Oct. 1932</a>
<!--isfdb specific-->
Volume 20, Number 3.
Page numbers run from 289 to 432 excluding the covers.
Interior art credits for ""The Eyrie"" per Jaffrey & Cook <i> The Collector's Index to Weird Tales</i>."
62119,"Weird Tales, October 1932",http://www.philsp.com/data/images/w/weird_tales_193210.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1932-10-00,$0.25,148,pulp,WEIRDTOCT1932,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62135"">Sep. 1932</a>&#8592; Oct. 1932&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62089"">Nov. 1932</a>
<!--isfdb specific-->
Volume 20, Number 4.
Page number run from 433 to 576 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
387509,"The Magic Carpet Magazine, January 1933",https://www.isfdb.org/wiki/images/7/73/THMGCCRPTB1933.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-01-00,$0.15,132,pulp,THMGCCRPTB1933,MAGAZINE,"Volume 3, number 1.
A continuation of ""Oriental Stories"" at lower cost.
""The Souk"" is a combination editorial and letters to the editor."
387511,"The Magic Carpet Magazine, January 1933",https://www.isfdb.org/wiki/images/4/41/THMGCCRPTM2007.jpg,Farnsworth Wright,Girasol Collectables,2007-03-00,$25.00,132,pulp,THMGCCRPTM2007,ANTHOLOGY,"Published by Neil and Leigh Mechem of Mississauga, Ontario, Canada.<br>
Facsimile; only the inside of the front cover and the high quality paper differ from the original.<br>No ISBN.<br>
Volume 3, number 1. Original price $0.25.<br>A continuation of ""Oriental Stories"" at lower price.<br>Page numbers do not include covers.<br>
""The Souk"" is a combined editorial and letters to the editor."
62027,"Weird Tales, March 1933",http://www.philsp.com/data/images/w/weird_tales_193303.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-03-00,$0.25,148,pulp,WEIRDTMAR1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61934"">Feb. 1933</a>&#8592; Mar. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61880"">Apr. 1933</a>
<!--isfdb specific-->
Volume 21, Number 3.
Page numbers run from 273 to 400 and do not include the covers."
447342,"Weird Tales, March 1933",https://www.isfdb.org/wiki/images/9/9b/WRDTLSMRCB2014.jpg,Farnsworth Wright,Girasol Collectables,2014-05-00,$35.00,132,pulp,WRDTLSMRCB2014,ANTHOLOGY,"V21n3.
Page numbers do not include covers.
Page numbers are between 273 and 400."
387517,"The Magic Carpet Magazine, April 1933",https://www.isfdb.org/wiki/images/e/e1/THMGCCRPTC1933.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-04-00,$0.15,132,pulp,THMGCCRPTC1933,MAGAZINE,"Volume 3, number 2.<br>Page numbers do not include covers. Page numbers are continuous through volume; this issue starts on p. 129.<br>""The Souk"" is a combined editorial and letters to the editor."
387512,"The Magic Carpet Magazine, April 1933",https://www.isfdb.org/wiki/images/2/27/THMGCCRPTB2007.jpg,Farnsworth Wright,Girasol Collectables,2007-05-00,$25.00,132,pulp,THMGCCRPTB2007,ANTHOLOGY,"Published by Neil and Leigh Mechem of Mississauga, Ontario, Canada.<br>
Facsimile; only the inside of the front cover and the high quality paper differ from the original.<br>No ISBN.<br>
Volume 3, number 2. Original price $0.25.<br>Page numbers do not include covers. Page numbers are continuous through volume; this issue begins with p. 129.<br>
""The Souk"" is a combined editorial and letters to the editor."
62010,"Weird Tales, June 1933",http://www.philsp.com/data/images/w/weird_tales_193306.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-06-00,$0.25,132,pulp,WEIRDTJUN1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62057"">May 1933</a>&#8592; Jun. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61980"">Jul. 1933</a>
<!--isfdb specific-->
Volume 21, Number 6.
Page numbers do not include covers.
Page numbers run from 673 though 800.
Data from the Girasol Collectibles facsimile of this issue."
410260,"Weird Tales, June 1933",https://www.isfdb.org/wiki/images/c/c7/WRDTLSJNFC2012.jpg,Farnsworth Wright,Girasol Collectables,2012-08-00,$35.00,132,pulp,WRDTLSJNFC2012,ANTHOLOGY,"V21n6.
Perfect bound, wraps. Page numbers do not include covers. Page numbers run from 673 though 800."
61980,"Weird Tales, July 1933",http://www.philsp.com/data/images/w/weird_tales_193307.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-07-00,$0.25,148,pulp,WEIRDTJUL1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62010"">Jun. 1933</a>&#8592; Jul. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61896"">Aug. 1933</a>
<!--isfdb specific-->
Volume 22, Number 1.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
504123,"Weird Tales, July 1933",https://www.isfdb.org/wiki/images/2/2d/WRDTLSJLFC2015.jpg,Farnsworth Wright,Girasol Collectables,2015-02-00,$35.00,148,pulp,WRDTLSJLFC2015,ANTHOLOGY,"V22n1.
Page numbers from 1 though 144; page numbers do not include covers."
61896,"Weird Tales, August 1933",http://www.philsp.com/data/images/w/weird_tales_193308.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-08-00,$0.25,132,pulp,WEIRDTAUG1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61980"">Jul. 1933</a>&#8592; Aug. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62136"">Sep. 1933</a>
<!--isfdb specific-->
Volume 22, Number 2.
Page numbers run 145 to 272 excluding covers.
Interior art credits for ""Golden Blood"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62136,"Weird Tales, September 1933",http://www.philsp.com/data/images/w/weird_tales_193309.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-09-00,$0.25,132,pulp,WEIRDTSEP1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61896"">Aug. 1933</a>&#8592; Sep. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62120"">Oct. 1933</a>
<!--isfdb specific-->
Volume 22, Number 3.
Perfect bound, wraps. Page numbers do not include covers.
Page numbers run from 273 through 400.
Data from a facsimile of this issue."
410357,"Weird Tales, September 1933",https://www.isfdb.org/wiki/images/9/9a/WRDTLSSPTM2009.jpg,Farnsworth Wright,Girasol Collectables,2009-11-00,$35.00,132,pulp,WRDTLSSPTM2009,ANTHOLOGY,"V22n3. Perfect bound, wraps. Page numbers do not include covers.
Page numbers run from 273 through 400."
367542,"The Magic Carpet Magazine, October 1933",http://www.philsp.com/data/images/m/magic_carpet_193310.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-10-00,$0.25,132,pulp,THMGCCRPTM1933,MAGAZINE,"Volume 3, number 4.
Page numbers run from 385 to 512 excluding covers
""The Souk"" is a combined editorial and letters to the editor."
387514,"The Magic Carpet Magazine, October 1933",https://www.isfdb.org/wiki/images/e/ec/THMGCCRPTC2007.jpg,Farnsworth Wright,Glenn Lord,2007-09-00,$25.00,132,pulp,THMGCCRPTC2007,ANTHOLOGY,"Published by Neil and Leigh Mechem of Mississauga, Ontario, Canada.<br>
Facsimile; only the inside of the front cover and the high quality paper differ from the original.<br>No ISBN.<br>
Volume 3, number 4. Original price $0.25.<br>Page numbers do not include covers. Page numbers are continuous; this issue starts at p. 2385.<br>""The Souk"" is a combined editorial and letters to the editor."
62120,"Weird Tales, October 1933",http://www.philsp.com/data/images/w/weird_tales_193310.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-10-00,$0.25,132,pulp,WEIRDTOCT1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62136"">Sep. 1933</a>&#8592; Oct. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62090"">Nov. 1933</a>
<!--isfdb specific-->
Volume 22, Number 4.
Pages run from 401-528 excluding covers.
Interior art credits for ""The Mansion of Unholy Magic"", ""The Pool of the Black One"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
Data from a facsimile of this issue."
409690,"Weird Tales, October 1933",https://www.isfdb.org/wiki/images/3/31/WRDTLSCTBR2005.jpg,Farnsworth Wright,Girasol Collectables,2005-00-00,$35.00,132,pulp,WRDTLSCTBR2005,ANTHOLOGY,"Volume 22, Number 4.
Date and price from Primary archive captures of the publisher's website. The publication date is between April 7 and June 26, 2005.
Pages run from 401-528 excluding covers.
Interior art credits for ""The Mansion of Unholy Magic"", ""The Pool of the Black One"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61912,"Weird Tales, December 1933",http://www.philsp.com/data/images/w/weird_tales_193312.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-12-00,$0.25,132,pulp,WEIRDTDEC1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62090"">Nov. 1933</a>&#8592; Dec. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61952"">Jan. 1934</a>
<!--isfdb specific-->
Volume 22, Number 6.
Page numbers run from 657 to 784 and do not include the covers."
387520,"The Magic Carpet Magazine, January 1934",https://www.isfdb.org/wiki/images/4/40/THMGCCRPTM1934.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-01-00,$0.15,132,pulp,THMGCCRPTM1934,MAGAZINE,"Volume 3, number 5.<br>Page numbers do not include covers. Page numbers are continuous through volume; this issue starts on p. 513.<br>""The Souk"" is a combined editorial and letters to the editor."
387516,"The Magic Carpet Magazine, January 1934",https://www.isfdb.org/wiki/images/c/c7/THMGCCRPTF2007.jpg,Farnsworth Wright,Girasol Collectables,2007-11-00,$25.00,132,pulp,THMGCCRPTF2007,ANTHOLOGY,"Published by Neil and Leigh Mechem of Mississauga, Ontario, Canada.<br>
Facsimile; only the inside of the front cover and the high quality paper differ from the original.<br>No ISBN.<br>
Volume 3, number 5. Original price $0.25.<br>Page numbers do not include covers. Page numbers are continuous; this issue starts at p. 513.<br>""The Souk"" is a combined editorial and letters to the editor."
61935,"Weird Tales, February 1934",http://www.philsp.com/data/images/w/weird_tales_193402.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-02-00,$0.25,132,pulp,WEIRDTFEB1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61952"">Jan. 1934</a>&#8592; Feb. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62028"">Mar. 1934</a>
<!--isfdb specific-->
Volume 23, Number 2.
Page numbers run from 145-272 excluding covers
Cover illustrates ""The Sapphire Goddess"".
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62028,"Weird Tales, March 1934",http://www.philsp.com/data/images/w/weird_tales_193403.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-03-00,$0.25,132,pulp,WEIRDTMAR1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61935"">Feb. 1934</a>&#8592; Mar. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61881"">Apr. 1934</a>
<!--isfdb specific-->
Volume 23, Number 3.
Page numbers run from 273-400 excluding the covers.
Interior art credits fir ""Winged Death"", ""Thundering Worlds"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62011,"Weird Tales, June 1934",http://www.philsp.com/data/images/w/weird_tales_193406.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-06-00,$0.25,132,pulp,WEIRDTJUN1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62058"">May 1934</a>&#8592; Jun. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61981"">Jul. 1934</a>
<!--isfdb specific-->
Volume 23, Number 6.
Page numbers run from 657 to 784 excluding the covers."
61981,"Weird Tales, July 1934",http://www.philsp.com/data/images/w/weird_tales_193407.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-07-00,$0.25,148,pulp,WEIRDTJUL1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62011"">Jun. 1934</a>&#8592; Jul. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61897"">Aug. 1934</a>
<!--isfdb specific-->
Volume 24, Number 1.
Interior art credits per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61953,"Weird Tales, January 1935",http://www.philsp.com/data/images/w/weird_tales_193501.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-01-00,$0.25,148,pulp,WEIRDTJAN1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61913"">Dec. 1934</a>&#8592; Jan. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61936"">Feb. 1935</a>
<!--isfdb specific-->
Volume 25, Number 1.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61936,"Weird Tales, February 1935",https://isfdb.org/wiki/images/8/8c/WEIRDTFEB1935.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-02-00,$0.25,132,pulp,WEIRDTFEB1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61953"">Jan. 1935</a>&#8592; Feb. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62029"">Mar. 1935</a>
<!--isfdb specific-->
Vol 25, No 2.
Page numbers run from 145 to 272 and do not include covers."
513527,"Weird Tales, February 1935",https://www.isfdb.org/wiki/images/f/fc/WRDTLSFBRR2015.jpg,Farnsworth Wright,Girasol Collectables,2015-04-30,$35.00,132,pulp,WRDTLSFBRR2015,ANTHOLOGY,"Page numbers from 145 through 272.
Interior art credits per Jaffrey & Cook."
61882,"Weird Tales, April 1935",http://www.philsp.com/data/images/w/weird_tales_193504.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-04-00,$0.25,132,pulp,WEIRDTAPR1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62029"">Mar. 1935</a>&#8592; Apr. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62059"">May 1935</a>
<!--isfdb specific-->
Volume 25, Number 4.
Page numbers run from 401 to 528 (excluding covers).
Interior art credits for ""Lord of the Lamia"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62059,"Weird Tales, May 1935",http://www.philsp.com/data/images/w/weird_tales_193505.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-05-00,$0.25,132,pulp,WEIRDTMAY1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61882"">Apr. 1935</a>&#8592; May 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62012"">Jun. 1935</a><!--isfdb specific-->
Volume 25, Number 5.
Page numbers run from 529 to 656 and do not include the covers."
61898,"Weird Tales, August 1935",http://www.philsp.com/data/images/w/weird_tales_193508.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-08-00,$0.25,132,pulp,WEIRDTAUG1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61982"">Jul. 1935</a>&#8592; Aug. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62138"">Sep. 1935</a>
<!--isfdb specific-->
Volume 26, Number 2.
Page numbers run from 145-272 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61914,"Weird Tales, December 1935",http://www.philsp.com/data/images/w/weird_tales_193512.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-12-00,$0.25,132,pulp,WEIRDTDEC1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62092"">Nov. 1935</a>&#8592; Dec. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61954"">Jan. 1936</a>
<!--isfdb specific-->
Volume 26, Number 6.
Page number run from 657 to 784 and do not include the covers.
Data from a facsimile of this issue, which is missing the final two pages. There may be additional content on those pages which is not indexed here."
62030,"Weird Tales, March 1936",http://www.philsp.com/data/images/w/weird_tales_193603.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-03-00,$0.25,132,pulp,WEIRDTMAR1936,MAGAZINE,"<!--isfdb specific--> <a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61937"">Feb. 1936</a>&#8592; Mar. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61883"">Apr. 1936</a>
<!--isfdb specific--> Volume 27, Number 3.
Page numbers run from 257 to 384 and do not include the covers."
62060,"Weird Tales, May 1936",http://www.philsp.com/data/images/w/weird_tales_193605.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-05-00,$0.25,132,pulp,WEIRDTMAY1936,MAGAZINE,"<!--isfdb specific--> <a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61883"">Apr. 1936</a>&#8592; May 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62013"">Jun. 1936</a>
<!--isfdb specific--> Volume 27, Number 5.
Page numbers run from 513-640 excluding the covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62013,"Weird Tales, June 1936",http://www.philsp.com/data/images/w/weird_tales_193606.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-06-00,$0.25,132,pulp,WEIRDTJUN1936,MAGAZINE,"<!--isfdb specific--> <a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62060"">May 1936</a>&#8592; Jun. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61983"">Jul. 1936</a>
<!--isfdb specific--> Volume 27, Number 6.
Pages run 641-768 excluding covers.
Artists credited on page 768."
61902,"Weird Tales, August-September 1936",http://www.philsp.com/data/images/w/weird_tales_193608-09.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-08-00,$0.25,132,pulp,WEIRDTAUGSEP1936,MAGAZINE,"<!--isfdb specific--> <a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61983"">Jul. 1936</a>&#8592; Aug.-Sep. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62123"">Oct. 1936</a>
<!--isfdb specific--> Volume 28, Number 2.
""Sept."" stated on the cover.
Pages numbered from 129 through 256 and do not include covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
